"USD #","District","County","Year","Students (FTE)","Classroom Teachers (CT)","Other Teachers","Managers","Other Non-Teachers","Total Employed","FTE Per CT","FTE Per Mgr"
"503","Parsons","Labette","2021","1252.1","85.5","0","21","84.5","191","14.64444444","59.62380952"
"382","Pratt","Pratt","2021","1162.5","67.69999933","4","12.69999995","50.4","134.7999993","17.17134433","91.53543341"
"323","Rock Creek","Pottawatomie","2021","1161","81.99999666","3","9.7","45.3","139.9999967","14.15853716","119.6907216"
"257","Iola","Allen","2021","1104.9","76","5","14.49999994","79.7","175.1999999","14.53815789","76.20000031"
"264","Clearwater","Sedgwick","2021","1089","76.19999695","1","12","70.4999999","159.6999969","14.29133916","90.75"
"309","Nickerson","Reno","2021","1084.6","86","0","13","103.5","202.5","12.61162791","83.43076923"
"333","Concordia","Cloud","2021","1068.4","82","13","13","139.5","247.5","13.02926829","82.18461538"
"473","Chapman","Dickinson","2021","1058.2","77.5","2.200000048","12","80","171.7","13.65419355","88.18333333"
"113","Prairie Hills","Nemaha","2021","1055.7","81.69999719","0","10","65.69999995","157.3999971","12.92166507","105.57"
"367","Osawatomie","Miami","2021","1055.3","71.20000076","1","13","62.2","147.4000008","14.82162905","81.17692308"
"321","Kaw Valley","Pottawatomie","2021","1038.3","85.69999695","15","10","132.9999998","243.6999968","12.11551968","103.83"
"336","Holton","Jackson","2021","1024.1","82.99999714","36","15.8","103.1","237.8999971","12.33855464","64.8164557"
"210","Hugoton","Stevens","2021","1008.6","70.59999704","8.799999237","16.00000001","102.8000001","198.1999964","14.28611958","63.03749994"
